"site","year","date","PG_count","burrow_name","burrow_count","burrow_visits_day","burrow_visit","Gunnel","Sculpin","Other","tot_prey","week_year","week_study","intern_data","id"
"Limpet Lane","2010",2010-08-15,25,"4",NA,3,1,0,0,0,0,32,11,"",3701
"Limpet Lane","2010",2010-08-21,13,NA,NA,NA,NA,NA,NA,NA,NA,33,12,"",3702
"Limpet Lane","2011",2011-07-01,19,NA,NA,NA,NA,NA,NA,NA,NA,26,5,"",3703
"Limpet Lane","2011",2011-07-08,25,NA,NA,NA,NA,NA,NA,NA,NA,27,6,"",3704
"Limpet Lane","2011",2011-07-13,15,"2",2,NA,0,0,0,1,1,28,7,"",3705
"Limpet Lane","2011",2011-07-13,15,"1",2,NA,0,1,1,0,2,28,7,"",3706
"Limpet Lane","2011",2011-07-22,23,"1",2,NA,0,2,0,2,4,29,8,"",3707
"Limpet Lane","2011",2011-07-22,23,"2",2,NA,0,0,1,0,1,29,8,"",3708
"Limpet Lane","2011",2011-08-05,21,"5",5,NA,0,1,0,0,1,31,10,"",3709
"Limpet Lane","2011",2011-08-05,21,"4",5,NA,0,1,0,0,1,31,10,"",3710
"Limpet Lane","2011",2011-08-05,21,"3",5,NA,0,1,0,0,1,31,10,"",3711
"Limpet Lane","2011",2011-08-11,31,"3",5,NA,0,1,0,0,1,32,11,"",3712
"Limpet Lane","2011",2011-08-11,31,"5",5,NA,0,1,0,0,1,32,11,"",3713
"Limpet Lane","2011",2011-08-17,32,"3",6,NA,0,1,1,0,2,33,12,"",3714
"Limpet Lane","2011",2011-08-17,32,"6",6,NA,0,1,0,0,1,33,12,"",3715
"Limpet Lane","2011",2011-08-25,8,NA,6,NA,NA,NA,NA,NA,NA,34,13,"",3716
"Limpet Lane","2012",2012-06-28,13,NA,NA,NA,NA,NA,NA,NA,NA,26,5,"",3717
"Limpet Lane","2012",2012-07-06,24,"1",2,7,4,0,0,0,0,27,6,"",3718
"Limpet Lane","2012",2012-07-06,24,"2",2,7,3,0,0,0,0,27,6,"",3719
"Limpet Lane","2012",2012-07-13,17,"2",2,1,1,0,0,0,0,28,7,"",3720
"Limpet Lane","2012",2012-07-16,9,"1",2,1,1,0,0,0,0,29,8,"",3721
"Limpet Lane","2012",2012-07-27,25,"2",4,2,0,1,1,0,2,30,9,"",3722
"Limpet Lane","2012",2012-07-27,25,"3",4,2,2,0,0,0,0,30,9,"",3723
"Limpet Lane","2012",2012-07-27,25,"4",4,2,0,1,0,0,1,30,9,"",3724
"Limpet Lane","2012",2012-08-03,18,"2",4,3,2,0,0,0,0,31,10,"",3725
"Limpet Lane","2012",2012-08-03,18,"4",4,3,0,1,0,0,1,31,10,"",3726
"Limpet Lane","2012",2012-08-03,18,"3",4,3,1,0,0,0,0,31,10,"",3727
"Limpet Lane","2012",2012-08-07,26,"4",8,NA,0,1,1,0,2,32,11,"",3728
"Limpet Lane","2012",2012-08-07,26,"5",8,NA,0,1,1,0,2,32,11,"",3729
"Limpet Lane","2012",2012-08-07,26,"6",8,NA,0,0,1,0,1,32,11,"",3730
"Limpet Lane","2012",2012-08-07,26,"8",8,NA,0,1,1,0,2,32,11,"",3731
"Limpet Lane","2012",2012-08-10,20,"7",8,NA,0,1,2,0,3,32,11,"",3732
"Limpet Lane","2012",2012-08-10,20,"8",8,NA,0,1,1,0,2,32,11,"",3733
"Limpet Lane","2012",2012-08-10,20,"5",8,NA,0,1,2,0,3,32,11,"",3734
"Limpet Lane","2012",2012-08-10,20,"2",8,NA,0,0,1,0,1,32,11,"",3735
"Limpet Lane","2012",2012-08-10,20,"3",8,NA,0,1,0,0,1,32,11,"",3736
"Limpet Lane","2012",2012-08-30,3,NA,8,NA,NA,NA,NA,NA,NA,35,14,"",3737
"Limpet Lane","2013",2013-06-24,16,NA,NA,NA,NA,NA,NA,NA,NA,26,5,"",3738
"Limpet Lane","2013",2013-07-01,15,"1",1,1,1,1,0,0,1,27,6,"",3739
"Limpet Lane","2013",2013-07-08,31,"1",1,NA,0,2,0,1,3,28,7,"",3740
"Limpet Lane","2013",2013-07-24,16,"1",4,8,2,0,0,0,0,30,9,"",3741
"Limpet Lane","2013",2013-07-24,16,"3",4,8,2,0,0,0,0,30,9,"",3742
"Limpet Lane","2013",2013-07-24,16,"2",4,8,1,0,1,0,1,30,9,"",3743
"Limpet Lane","2013",2013-07-24,16,"4",4,8,5,1,0,0,1,30,9,"",3744
"Limpet Lane","2015",2015-07-02,0,NA,0,0,NA,NA,NA,NA,NA,27,6,"",3745
"Limpet Lane","2015",2015-08-09,15,NA,0,0,NA,NA,NA,NA,NA,32,11,"",3746
"Limpet Lane","2015",2015-08-14,18,NA,0,0,NA,NA,NA,NA,NA,33,12,"",3747
"Limpet Lane","2016",2016-06-08,33,NA,0,0,NA,NA,NA,NA,NA,23,2,"",3748
"Limpet Lane","2016",2016-06-15,26,NA,0,0,NA,NA,NA,NA,NA,24,3,"",3749
"Limpet Lane","2016",2016-06-22,35,NA,0,0,NA,NA,NA,NA,NA,25,4,"",3750
"Limpet Lane","2016",2016-06-29,34,NA,1,2,NA,NA,NA,NA,NA,26,5,"",3751
"Limpet Lane","2016",2016-07-06,34,NA,10,20,NA,NA,NA,NA,NA,27,6,"",3752
"Limpet Lane","2016",2016-07-13,31,NA,2,4,NA,NA,NA,NA,NA,28,7,"",3753
"Limpet Lane","2016",2016-07-20,25,NA,10,44,NA,NA,NA,NA,NA,29,8,"",3754
"Limpet Lane","2016",2016-07-27,3,NA,2,4,NA,NA,NA,NA,NA,30,9,"",3755
"Limpet Lane","2016",2016-08-03,37,NA,10,25,NA,NA,NA,NA,NA,31,10,"",3756
"Limpet Lane","2016",2016-08-11,17,NA,0,0,NA,NA,NA,NA,NA,32,11,"",3757
"Limpet Lane","2016",2016-08-17,24,NA,0,0,NA,NA,NA,NA,NA,33,12,"",3758
"Limpet Lane","2017",2017-06-16,35,NA,3,4,NA,NA,NA,NA,NA,24,3,"",3759
"Limpet Lane","2017",2017-06-23,24,NA,2,2,NA,NA,NA,NA,NA,25,4,"",3760
"Limpet Lane","2017",2017-06-30,27,NA,5,10,NA,NA,NA,NA,NA,26,5,"",3761
"Limpet Lane","2017",2017-07-07,21,NA,1,1,NA,NA,NA,NA,NA,27,6,"",3762
"Limpet Lane","2017",2017-07-14,29,NA,3,7,NA,NA,NA,NA,NA,28,7,"",3763
"Limpet Lane","2017",2017-07-21,26,NA,4,5,NA,NA,NA,NA,NA,29,8,"",3764
"Limpet Lane","2017",2017-07-28,31,NA,3,16,NA,NA,NA,NA,NA,30,9,"",3765
"Limpet Lane","2017",2017-08-04,24,NA,2,2,NA,NA,NA,NA,NA,31,10,"",3766
"Limpet Lane","2017",2017-08-11,23,NA,3,4,NA,NA,NA,NA,NA,32,11,"",3767
"Limpet Lane","2017",2017-08-18,8,NA,1,2,NA,NA,NA,NA,NA,33,12,"",3768
"Limpet Lane","2017",2017-08-25,8,NA,0,0,NA,NA,NA,NA,NA,34,13,"",3769
"Limpet Lane","2017",2017-09-01,3,NA,0,0,NA,NA,NA,NA,NA,35,14,"",3770
"Malmo Bluff","2008",2008-06-03,4,NA,4,NA,NA,NA,NA,NA,NA,23,2,"",3771
"Malmo Bluff","2008",2008-06-26,26,"4",4,NA,2,0,0,0,0,26,5,"",3772
"Malmo Bluff","2008",2008-06-26,26,"3",4,NA,1,0,0,0,0,26,5,"",3773
"Malmo Bluff","2008",2008-06-26,26,"1",4,NA,1,0,0,0,0,26,5,"",3774
"Malmo Bluff","2008",2008-06-26,26,"2",4,NA,1,0,0,0,0,26,5,"",3775
"Malmo Bluff","2008",2008-07-09,22,NA,4,NA,NA,NA,NA,NA,NA,28,7,"",3776
"Malmo Bluff","2008",2008-07-17,22,"7",14,NA,4,0,0,0,0,29,8,"",3777
"Malmo Bluff","2008",2008-07-17,22,"12",14,NA,1,0,0,0,0,29,8,"",3778
"Malmo Bluff","2008",2008-07-17,22,"6",14,NA,6,0,0,0,0,29,8,"",3779
"Malmo Bluff","2008",2008-07-17,22,"11",14,NA,2,0,0,0,0,29,8,"",3780
"Malmo Bluff","2008",2008-07-17,22,"10",14,NA,1,0,0,0,0,29,8,"",3781
"Malmo Bluff","2008",2008-07-17,22,"5",14,NA,4,0,0,0,0,29,8,"",3782
"Malmo Bluff","2008",2008-07-17,22,"9",14,NA,2,0,0,0,0,29,8,"",3783
"Malmo Bluff","2008",2008-07-17,22,"4",14,NA,3,0,0,0,0,29,8,"",3784
"Malmo Bluff","2008",2008-07-17,22,"1",14,NA,6,0,0,0,0,29,8,"",3785
"Malmo Bluff","2008",2008-07-17,22,"8",14,NA,5,0,0,0,0,29,8,"",3786
"Malmo Bluff","2008",2008-07-17,22,"14",14,NA,1,0,0,0,0,29,8,"",3787
"Malmo Bluff","2008",2008-07-17,22,"13",14,NA,2,0,0,0,0,29,8,"",3788
"Malmo Bluff","2008",2008-07-24,18,"11",15,NA,1,0,0,0,0,30,9,"",3789
"Malmo Bluff","2008",2008-07-24,18,"15",15,NA,3,0,0,0,0,30,9,"",3790
"Malmo Bluff","2008",2008-07-24,18,"3",15,NA,2,0,0,0,0,30,9,"",3791
"Malmo Bluff","2008",2008-08-01,12,NA,15,NA,NA,NA,NA,NA,NA,31,10,"",3792
"Malmo Bluff","2008",2008-08-05,16,"16",17,NA,0,0,1,0,1,32,11,"",3793
"Malmo Bluff","2008",2008-08-05,16,"13",17,NA,0,0,0,1,1,32,11,"",3794
"Malmo Bluff","2008",2008-08-05,16,"15",17,NA,0,1,0,1,2,32,11,"",3795
"Malmo Bluff","2008",2008-08-05,16,"6",17,NA,0,0,1,0,1,32,11,"",3796
"Malmo Bluff","2009",2009-07-03,6,NA,1,NA,NA,NA,NA,NA,NA,27,6,"",3797
"Malmo Bluff","2009",2009-07-10,22,"1",2,NA,1,1,0,0,1,28,7,"",3798
"Malmo Bluff","2009",2009-07-10,22,"2",2,NA,0,0,0,1,1,28,7,"",3799
"Malmo Bluff","2009",2009-07-17,30,"4",4,NA,3,1,0,0,1,29,8,"",3800
"Malmo Bluff","2009",2009-07-17,30,"3",4,NA,1,0,0,1,1,29,8,"",3801
"Malmo Bluff","2009",2009-07-17,30,"1",4,NA,0,1,0,0,1,29,8,"",3802
"Malmo Bluff","2009",2009-07-25,16,"5",7,NA,0,0,1,0,1,30,9,"",3803
"Malmo Bluff","2009",2009-07-25,16,"3",7,NA,0,0,1,0,1,30,9,"",3804
"Malmo Bluff","2009",2009-07-25,16,"8",7,NA,0,1,0,0,1,30,9,"",3805
"Malmo Bluff","2009",2009-07-25,16,"7",7,NA,0,1,0,0,1,30,9,"",3806
"Malmo Bluff","2009",2009-07-25,16,"6",7,NA,0,0,0,1,1,30,9,"",3807
"Malmo Bluff","2009",2009-07-31,25,"5",NA,NA,0,1,0,1,2,31,10,"",3808
"Malmo Bluff","2009",2009-07-31,25,"1",NA,NA,1,0,0,2,2,31,10,"",3809
"Malmo Bluff","2009",2009-07-31,25,"9",NA,NA,0,0,0,1,1,31,10,"",3810
"Malmo Bluff","2009",2009-07-31,25,"6",NA,NA,0,0,1,0,1,31,10,"",3811
"Malmo Bluff","2009",2009-07-31,25,"3",NA,NA,0,0,0,1,1,31,10,"",3812
"Malmo Bluff","2009",2009-08-07,20,"8",12,NA,2,0,0,0,0,32,11,"",3813
"Malmo Bluff","2009",2009-08-07,20,"12",12,NA,0,2,0,0,2,32,11,"",3814
"Malmo Bluff","2009",2009-08-07,20,"10",12,NA,0,0,1,0,1,32,11,"",3815
"Malmo Bluff","2009",2009-08-07,20,"4",12,NA,0,1,0,0,1,32,11,"",3816
"Malmo Bluff","2009",2009-08-07,20,"6",12,NA,1,0,0,0,0,32,11,"",3817
"Malmo Bluff","2009",2009-08-07,20,"1",12,NA,1,0,0,0,0,32,11,"",3818
"Malmo Bluff","2009",2009-08-07,20,"5",12,NA,1,0,0,0,0,32,11,"",3819
"Malmo Bluff","2009",2009-08-07,20,"11",12,NA,2,0,0,0,0,32,11,"",3820
"Malmo Bluff","2009",2009-08-07,20,"2",12,NA,0,0,0,1,1,32,11,"",3821
"Malmo Bluff","2009",2009-08-07,20,"9",12,NA,2,0,0,1,1,32,11,"",3822
"Malmo Bluff","2009",2009-08-15,18,NA,12,NA,NA,NA,NA,NA,NA,33,12,"",3823
"Malmo Bluff","2009",2009-08-23,3,"11",12,NA,0,0,0,1,1,34,13,"",3824
"Malmo Bluff","2010",2010-06-28,32,"5",6,5,2,0,0,0,0,26,5,"",3825
"Malmo Bluff","2010",2010-06-28,32,"1",6,5,1,0,0,0,0,26,5,"",3826
"Malmo Bluff","2010",2010-06-28,32,"4",6,5,1,0,0,0,0,26,5,"",3827
"Malmo Bluff","2010",2010-06-28,32,"2",6,5,1,0,0,0,0,26,5,"",3828
"Malmo Bluff","2010",2010-06-28,32,"3",6,5,0,1,0,1,2,26,5,"",3829
"Malmo Bluff","2010",2010-07-08,8,"7",8,NA,0,1,0,0,1,27,6,"",3830
"Malmo Bluff","2010",2010-07-08,8,"8",8,NA,0,1,0,0,1,27,6,"",3831
"Malmo Bluff","2010",2010-07-15,33,"4",9,4,0,2,1,0,3,28,7,"",3832
"Malmo Bluff","2010",2010-07-15,33,"7",9,4,1,0,0,2,2,28,7,"",3833
"Malmo Bluff","2010",2010-07-15,33,"5",9,4,0,1,1,0,2,28,7,"",3834
"Malmo Bluff","2010",2010-07-15,33,"8",9,4,1,1,1,2,4,28,7,"",3835
"Malmo Bluff","2010",2010-07-15,33,"3",9,4,1,1,0,1,2,28,7,"",3836
"Malmo Bluff","2010",2010-07-15,33,"9",9,4,0,0,0,2,2,28,7,"",3837
"Malmo Bluff","2010",2010-07-22,25,"8",9,NA,0,1,0,1,2,29,8,"",3838
"Malmo Bluff","2010",2010-07-22,25,"7",9,NA,0,1,2,0,3,29,8,"",3839
"Malmo Bluff","2010",2010-07-22,25,"2",9,NA,0,0,0,1,1,29,8,"",3840
"Malmo Bluff","2010",2010-07-22,25,"6",9,NA,0,4,1,0,5,29,8,"",3841
"Malmo Bluff","2010",2010-07-30,29,"7",10,1,1,0,0,1,1,30,9,"",3842
"Malmo Bluff","2010",2010-07-30,29,"10",10,1,0,0,1,0,1,30,9,"",3843
"Malmo Bluff","2010",2010-07-30,29,"3",10,1,0,0,4,0,4,30,9,"",3844
"Malmo Bluff","2010",2010-08-04,18,"2",10,NA,0,0,0,1,1,31,10,"",3845
"Malmo Bluff","2010",2010-08-04,18,"8",10,NA,0,4,0,0,4,31,10,"",3846
"Malmo Bluff","2010",2010-08-04,18,"3",10,NA,0,0,0,1,1,31,10,"",3847
"Malmo Bluff","2010",2010-08-04,18,"4",10,NA,0,1,1,1,3,31,10,"",3848
"Malmo Bluff","2010",2010-08-04,18,"9",10,NA,0,0,1,1,2,31,10,"",3849
"Malmo Bluff","2010",2010-08-04,18,"10",10,NA,0,0,1,0,1,31,10,"",3850
"Malmo Bluff","2010",2010-08-11,40,"1",10,NA,0,0,1,0,1,32,11,"",3851
"Malmo Bluff","2010",2010-08-24,13,NA,10,NA,NA,NA,NA,NA,NA,34,13,"",3852
"Malmo Bluff","2010",2010-08-25,NA,"1",NA,NA,0,1,0,0,1,34,13,"",3853
"Malmo Bluff","2011",2011-07-01,25,"2",6,5,2,1,0,0,1,26,5,"",3854
"Malmo Bluff","2011",2011-07-01,25,"5",6,5,0,1,0,0,1,26,5,"",3855
"Malmo Bluff","2011",2011-07-01,25,"1",6,5,0,2,0,1,3,26,5,"",3856
"Malmo Bluff","2011",2011-07-01,25,"4",6,5,1,0,0,0,0,26,5,"",3857
"Malmo Bluff","2011",2011-07-01,25,"7",6,5,1,0,0,0,0,26,5,"",3858
"Malmo Bluff","2011",2011-07-01,25,"9",6,5,1,0,0,0,0,26,5,"",3859
"Malmo Bluff","2011",2011-07-07,38,"4",10,6,1,0,0,0,0,27,6,"",3860
"Malmo Bluff","2011",2011-07-07,38,"9",10,6,2,0,0,0,0,27,6,"",3861
"Malmo Bluff","2011",2011-07-07,38,"12",10,6,0,0,0,1,1,27,6,"",3862
"Malmo Bluff","2011",2011-07-07,38,"2",10,6,1,0,0,0,0,27,6,"",3863
"Malmo Bluff","2011",2011-07-07,38,"3",10,6,1,0,0,2,2,27,6,"",3864
"Malmo Bluff","2011",2011-07-07,38,"6",10,6,1,0,0,0,0,27,6,"",3865
"Malmo Bluff","2011",2011-07-07,38,"5",10,6,0,0,0,1,1,27,6,"",3866
"Malmo Bluff","2011",2011-07-07,38,"15",10,6,0,0,0,1,1,27,6,"",3867
"Malmo Bluff","2011",2011-07-07,38,"11",10,6,0,1,0,0,1,27,6,"",3868
"Malmo Bluff","2011",2011-07-15,28,"7",13,8,0,0,0,1,1,28,7,"",3869
"Malmo Bluff","2011",2011-07-15,28,"5",13,8,1,1,1,0,2,28,7,"",3870
"Malmo Bluff","2011",2011-07-15,28,"8",13,8,3,0,0,0,0,28,7,"",3871
"Malmo Bluff","2011",2011-07-15,28,"9",13,8,0,0,0,1,1,28,7,"",3872
"Malmo Bluff","2011",2011-07-15,28,"6",13,8,0,1,1,0,2,28,7,"",3873
"Malmo Bluff","2011",2011-07-15,28,"4",13,8,0,1,0,0,1,28,7,"",3874
"Malmo Bluff","2011",2011-07-15,28,"17",13,8,1,0,0,0,0,28,7,"",3875
"Malmo Bluff","2011",2011-07-15,28,"3",13,8,0,0,0,1,1,28,7,"",3876
"Malmo Bluff","2011",2011-07-15,28,"2",13,8,0,2,0,1,3,28,7,"",3877
"Malmo Bluff","2011",2011-07-15,28,"11",13,8,1,2,0,0,2,28,7,"",3878
"Malmo Bluff","2011",2011-07-15,28,"1",13,8,1,0,0,0,0,28,7,"",3879
"Malmo Bluff","2011",2011-07-20,45,"6",13,2,0,2,1,2,5,29,8,"",3880
"Malmo Bluff","2011",2011-07-20,45,"7",13,2,0,1,0,0,1,29,8,"",3881
"Malmo Bluff","2011",2011-07-20,45,"2",13,2,0,1,0,0,1,29,8,"",3882
"Malmo Bluff","2011",2011-07-20,45,"3",13,2,0,0,0,2,2,29,8,"",3883
"Malmo Bluff","2011",2011-07-20,45,"1",13,2,0,0,1,1,2,29,8,"",3884
"Malmo Bluff","2011",2011-07-20,45,"5",13,2,0,2,0,0,2,29,8,"",3885
"Malmo Bluff","2011",2011-07-20,45,"4",13,2,1,0,0,0,0,29,8,"",3886
"Malmo Bluff","2011",2011-07-28,13,"6",13,2,0,1,0,0,1,30,9,"",3887
"Malmo Bluff","2011",2011-07-28,13,"1",13,2,1,0,0,0,0,30,9,"",3888
"Malmo Bluff","2011",2011-07-28,13,"4",13,2,1,0,0,0,0,30,9,"",3889
"Malmo Bluff","2011",2011-07-28,13,"2",13,2,0,2,0,0,2,30,9,"",3890
"Malmo Bluff","2011",2011-08-03,43,"5",13,1,0,1,1,0,2,31,10,"",3891
"Malmo Bluff","2011",2011-08-03,43,"8",13,1,1,1,0,0,1,31,10,"",3892
"Malmo Bluff","2011",2011-08-03,43,"6",13,1,0,1,0,0,1,31,10,"",3893
"Malmo Bluff","2011",2011-08-11,37,NA,13,NA,NA,NA,NA,NA,NA,32,11,"",3894
"Malmo Bluff","2011",2011-08-18,35,NA,13,NA,NA,NA,NA,NA,NA,33,12,"",3895
"Malmo Bluff","2012",2012-06-27,31,"1",3,NA,0,0,1,0,1,26,5,"",3896
"Malmo Bluff","2012",2012-06-27,31,"2",3,NA,0,0,1,0,1,26,5,"",3897
"Malmo Bluff","2012",2012-06-27,31,"3",3,NA,0,0,1,0,1,26,5,"",3898
"Malmo Bluff","2012",2012-07-05,50,"17",10,8,1,0,0,0,0,27,6,"",3899
"Malmo Bluff","2012",2012-07-05,50,"4",10,8,0,0,1,0,1,27,6,"",3900
"Malmo Bluff","2012",2012-07-05,50,"18",10,8,1,0,0,0,0,27,6,"",3901
"Malmo Bluff","2012",2012-07-05,50,"16",10,8,2,0,0,0,0,27,6,"",3902
"Malmo Bluff","2012",2012-07-05,50,"5",10,8,0,1,0,1,2,27,6,"",3903
"Malmo Bluff","2012",2012-07-05,50,"15",10,8,1,1,1,0,2,27,6,"",3904
"Malmo Bluff","2012",2012-07-05,50,"8",10,8,1,0,0,0,0,27,6,"",3905
"Malmo Bluff","2012",2012-07-12,21,"7",11,NA,0,1,0,0,1,28,7,"",3906
"Malmo Bluff","2012",2012-07-12,21,"2",11,NA,0,0,0,1,1,28,7,"",3907
"Malmo Bluff","2012",2012-07-18,25,NA,11,NA,NA,NA,NA,NA,NA,29,8,"",3908
"Malmo Bluff","2012",2012-07-24,43,NA,11,NA,NA,NA,NA,NA,NA,30,9,"",3909
"Malmo Bluff","2012",2012-08-02,36,NA,11,NA,NA,NA,NA,NA,NA,31,10,"",3910
"Malmo Bluff","2012",2012-08-12,20,NA,11,NA,NA,NA,NA,NA,NA,32,11,"",3911
"Malmo Bluff","2012",2012-08-25,0,NA,NA,NA,NA,NA,NA,NA,NA,34,13,"",3912
"Malmo Bluff","2013",2013-06-24,35,"2",6,3,0,2,0,0,2,26,5,"",3913
"Malmo Bluff","2013",2013-06-24,35,"1",6,3,0,1,0,0,1,26,5,"",3914
"Malmo Bluff","2013",2013-06-24,35,"20",6,3,1,0,0,0,0,26,5,"",3915
"Malmo Bluff","2013",2013-06-24,35,"45",6,3,0,1,0,0,1,26,5,"",3916
"Malmo Bluff","2013",2013-06-24,35,"40",6,3,1,1,0,0,1,26,5,"",3917
"Malmo Bluff","2013",2013-06-24,35,"42",6,3,1,1,0,0,1,26,5,"",3918
"Malmo Bluff","2013",2013-07-06,40,"22",15,24,4,0,0,0,0,27,6,"",3919
"Malmo Bluff","2013",2013-07-06,40,"46",15,24,2,0,0,0,0,27,6,"",3920
"Malmo Bluff","2013",2013-07-06,40,"21",15,24,1,1,0,0,1,27,6,"",3921
"Malmo Bluff","2013",2013-07-06,40,"4",15,24,1,0,0,0,0,27,6,"",3922
"Malmo Bluff","2013",2013-07-06,40,"44",15,24,2,0,0,0,0,27,6,"",3923
"Malmo Bluff","2013",2013-07-06,40,"6",15,24,1,0,0,0,0,27,6,"",3924
"Malmo Bluff","2013",2013-07-06,40,"45",15,24,3,0,0,0,0,27,6,"",3925
"Malmo Bluff","2013",2013-07-06,40,"3",15,24,1,0,1,0,1,27,6,"",3926
"Malmo Bluff","2013",2013-07-06,40,"20",15,24,3,0,0,0,0,27,6,"",3927
"Malmo Bluff","2013",2013-07-06,40,"43",15,24,2,0,0,0,0,27,6,"",3928
"Malmo Bluff","2013",2013-07-06,40,"5",15,24,3,0,0,0,0,27,6,"",3929
"Malmo Bluff","2013",2013-07-06,40,"2",15,24,1,1,1,0,2,27,6,"",3930
"Malmo Bluff","2013",2013-07-11,43,"2",16,3,1,0,2,0,2,28,7,"",3931
"Malmo Bluff","2013",2013-07-11,43,"42",16,3,2,2,1,0,3,28,7,"",3932
"Malmo Bluff","2013",2013-07-11,43,"47",16,3,0,1,0,0,1,28,7,"",3933
"Malmo Bluff","2013",2013-07-18,39,"5",16,NA,0,0,0,1,1,29,8,"",3934
"Malmo Bluff","2013",2013-07-18,39,"44",16,NA,0,1,0,0,1,29,8,"",3935
"Malmo Bluff","2013",2013-07-18,39,"2",16,NA,0,1,0,0,1,29,8,"",3936
"Malmo Bluff","2013",2013-07-25,47,"44",16,3,0,0,2,0,2,30,9,"",3937
"Malmo Bluff","2013",2013-07-25,47,"42",16,3,2,1,2,0,3,30,9,"",3938
"Malmo Bluff","2013",2013-07-25,47,"47",16,3,1,0,0,1,1,30,9,"",3939
"Malmo Bluff","2013",2013-07-25,47,"5",16,3,0,0,1,0,1,30,9,"",3940
"Malmo Bluff","2013",2013-08-01,27,"5",16,NA,0,0,0,1,1,31,10,"",3941
"Malmo Bluff","2013",2013-08-01,27,"42",16,NA,0,1,0,0,1,31,10,"",3942
"Malmo Bluff","2013",2013-08-01,27,"47",16,NA,0,2,0,0,2,31,10,"",3943
"Malmo Bluff","2013",2013-08-01,27,"44",16,NA,0,0,0,1,1,31,10,"",3944
"Malmo Bluff","2013",2013-08-07,35,"47",16,NA,0,1,0,0,1,32,11,"",3945
"Malmo Bluff","2013",2013-08-13,35,"47",16,NA,0,2,0,0,2,33,12,"",3946
"Malmo Bluff","2013",2013-08-22,7,"47",16,NA,0,1,0,0,1,34,13,"",3947
"Malmo Bluff","2013",2013-08-29,0,NA,16,NA,NA,NA,NA,NA,NA,35,14,"",3948
"Malmo Bluff","2014",2014-06-19,35,"21",4,2,1,0,0,0,0,25,4,"",3949
"Malmo Bluff","2014",2014-06-19,35,"1",4,2,0,0,0,1,1,25,4,"",3950
"Malmo Bluff","2014",2014-06-19,35,"12",4,2,0,0,0,1,1,25,4,"",3951
"Malmo Bluff","2014",2014-06-19,35,"11",4,2,1,0,1,0,1,25,4,"",3952
"Malmo Bluff","2014",2014-06-24,24,"4",12,15,2,0,1,0,1,26,5,"",3953
"Malmo Bluff","2014",2014-06-24,24,"24",12,15,2,0,0,0,0,26,5,"",3954
"Malmo Bluff","2014",2014-06-24,24,"13",12,15,0,1,0,0,1,26,5,"",3955
"Malmo Bluff","2014",2014-06-24,24,"25",12,15,1,0,0,0,0,26,5,"",3956
"Malmo Bluff","2014",2014-06-24,24,"2",12,15,2,0,0,0,0,26,5,"",3957
"Malmo Bluff","2014",2014-06-24,24,"23",12,15,3,0,0,0,0,26,5,"",3958
"Malmo Bluff","2014",2014-06-24,24,"22",12,15,1,0,0,0,0,26,5,"",3959
"Malmo Bluff","2014",2014-06-24,24,"21",12,15,1,0,0,0,0,26,5,"",3960
"Malmo Bluff","2014",2014-06-24,24,"1",12,15,1,0,0,0,0,26,5,"",3961
"Malmo Bluff","2014",2014-06-24,24,"3",12,15,2,0,0,0,0,26,5,"",3962
"Malmo Bluff","2014",2014-06-30,34,"21",15,12,0,0,1,0,1,27,6,"",3963
"Malmo Bluff","2014",2014-06-30,34,"2",15,12,0,0,0,2,2,27,6,"",3964
"Malmo Bluff","2014",2014-06-30,34,"5",15,12,2,0,0,0,0,27,6,"",3965
"Malmo Bluff","2014",2014-06-30,34,"11",15,12,2,0,0,0,0,27,6,"",3966
"Malmo Bluff","2014",2014-06-30,34,"1",15,12,2,0,0,0,0,27,6,"",3967
"Malmo Bluff","2014",2014-06-30,34,"14",15,12,4,0,2,1,3,27,6,"",3968
"Malmo Bluff","2014",2014-06-30,34,"6",15,12,1,0,0,0,0,27,6,"",3969
"Malmo Bluff","2014",2014-06-30,34,"4",15,12,1,0,0,0,0,27,6,"",3970
"Malmo Bluff","2014",2014-07-10,27,"13",20,32,1,0,0,0,0,28,7,"",3971
"Malmo Bluff","2014",2014-07-10,27,"8",20,32,1,0,0,0,0,28,7,"",3972
"Malmo Bluff","2014",2014-07-10,27,"14",20,32,2,0,2,0,2,28,7,"",3973
"Malmo Bluff","2014",2014-07-10,27,"5",20,32,7,0,0,0,0,28,7,"",3974
"Malmo Bluff","2014",2014-07-10,27,"7",20,32,1,0,0,0,0,28,7,"",3975
"Malmo Bluff","2014",2014-07-10,27,"1",20,32,1,0,0,0,0,28,7,"",3976
"Malmo Bluff","2014",2014-07-10,27,"25",20,32,4,1,0,0,1,28,7,"",3977
"Malmo Bluff","2014",2014-07-10,27,"4",20,32,6,0,1,0,1,28,7,"",3978
"Malmo Bluff","2014",2014-07-10,27,"26",20,32,8,0,0,0,0,28,7,"",3979
"Malmo Bluff","2014",2014-07-10,27,"6",20,32,1,0,0,0,0,28,7,"",3980
"Malmo Bluff","2014",2014-07-10,27,"2",20,32,2,0,1,0,1,28,7,"",3981
"Malmo Bluff","2014",2014-07-15,27,"25",21,8,0,0,1,0,1,29,8,"",3982
"Malmo Bluff","2014",2014-07-15,27,"3",21,8,3,0,0,0,0,29,8,"",3983
